"project","external_id","sra.study_title","sra.experiment_title","sra.sample_attributes","sra.experiment_attributes"
"SRP035988","SRR1146184","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315722: M7711; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315722"
"SRP035988","SRR1146185","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315723: M7714; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315723"
"SRP035988","SRR1146186","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315724: M7715; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315724"
"SRP035988","SRR1146187","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315725: M7730; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315725"
"SRP035988","SRR1146188","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315726: M7731; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315726"
"SRP035988","SRR1146189","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315727: M7741; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315727"
"SRP035988","SRR1146190","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315728: M7742; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315728"
"SRP035988","SRR1146191","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315729: M7743; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315729"
"SRP035988","SRR1146192","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315730: M7744; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315730"
"SRP035988","SRR1146193","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315731: M7747; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315731"
"SRP035988","SRR1146194","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315732: M7748; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315732"
"SRP035988","SRR1146195","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315733: M7749; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315733"
"SRP035988","SRR1146196","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315734: M7767; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315734"
"SRP035988","SRR1146197","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315735: M7768; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315735"
"SRP035988","SRR1146198","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315736: M7772; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315736"
"SRP035988","SRR1146199","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315737: M777; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315737"
"SRP035988","SRR1146200","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315738: M7785; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315738"
"SRP035988","SRR1146201","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315739: M7786; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315739"
"SRP035988","SRR1146202","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315740: M7807; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315740"
"SRP035988","SRR1146203","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315741: M7825; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315741"
"SRP035988","SRR1146204","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315742: M7832; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315742"
"SRP035988","SRR1146205","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315743: M7834; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315743"
"SRP035988","SRR1146206","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315744: M7838; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315744"
"SRP035988","SRR1146207","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315745: M7874; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315745"
"SRP035988","SRR1146208","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315746: M7912; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315746"
"SRP035988","SRR1146209","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315747: M7972; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315747"
"SRP035988","SRR1146210","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315748: M8065; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315748"
"SRP035988","SRR1146211","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315749: M8221; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315749"
"SRP035988","SRR1146212","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315750: M8280; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315750"
"SRP035988","SRR1146213","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315751: M8282; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315751"
"SRP035988","SRR1146214","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315752: M8298; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315752"
"SRP035988","SRR1146215","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315753: M8376; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315753"
"SRP035988","SRR1146216","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315754: M8424; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315754"
"SRP035988","SRR1146217","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315754: M8424; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315754"
"SRP035988","SRR1146218","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315755: M8470; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315755"
"SRP035988","SRR1146219","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315756: M8481; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315756"
"SRP035988","SRR1146220","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315757: M8483; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315757"
"SRP035988","SRR1146221","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315758: M8485; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315758"
"SRP035988","SRR1146222","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315759: M8487; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315759"
"SRP035988","SRR1146223","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315760: M8490; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315760"
"SRP035988","SRR1146224","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315761: M8492; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315761"
"SRP035988","SRR1146225","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315762: M8530; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315762"
"SRP035988","SRR1146226","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315763: M8554; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315763"
"SRP035988","SRR1146227","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315764: M8561; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315764"
"SRP035988","SRR1146228","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315765: M856; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315765"
"SRP035988","SRR1146229","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315766: M8610; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315766"
"SRP035988","SRR1146230","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315767: M8639; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315767"
"SRP035988","SRR1146231","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315768: M8646; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315768"
"SRP035988","SRR1146232","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315768: M8646; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315768"
"SRP035988","SRR1146233","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315769: M8654; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315769"
"SRP035988","SRR1146234","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315770: M8659; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315770"
"SRP035988","SRR1146235","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315771: M8698; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315771"
"SRP035988","SRR1146236","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315772: M8702; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315772"
"SRP035988","SRR1146237","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315773: M8704; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315773"
"SRP035988","SRR1146238","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315774: M8719; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315774"
"SRP035988","SRR1146239","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315775: M8755; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315775"
"SRP035988","SRR1146240","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315776: M8771; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315776"
"SRP035988","SRR1146241","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315777: M8815; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315777"
"SRP035988","SRR1146242","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315778: M8825; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315778"
"SRP035988","SRR1146243","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315779: M8846; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315779"
"SRP035988","SRR1146244","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315780: M8868; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315780"
"SRP035988","SRR1146245","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315781: M8882; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315781"
"SRP035988","SRR1146246","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315782: M8883; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315782"
"SRP035988","SRR1146247","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315783: M8900; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315783"
"SRP035988","SRR1146248","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315784: M8979; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315784"
"SRP035988","SRR1146249","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315785: M9000; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315785"
"SRP035988","SRR1146250","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315786: M9004; Homo sapiens; RNA-Seq","source_name;;normal_skin|tissue type;;normal skin","GEO Accession;;GSM1315786"
"SRP035988","SRR1146252","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315788: M9049; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315788"
"SRP035988","SRR1146253","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315789: M9081; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315789"
"SRP035988","SRR1146254","Transcriptome analysis of psoriasis in a large case-control sample:  RNA-seq provides insights into disease mechanisms","GSM1315790: M9132; Homo sapiens; RNA-Seq","source_name;;Psoriasis_skin|tissue type;;lesional psoriatic skin","GEO Accession;;GSM1315790"
